Fecha,Small Grant or particularly relevant,Checked,Publicar en boletin,Publicar en DB Publica,Estatus,Days left,Nombre,Tipo,Gran area 1,Gran area 2,area 3,area 4,area 5,area 6,area 7,Link,Descripcion,nota,Restricciones para aplicar / Elegibilidad,Based on,Entidad otorgante,Scope geografico,Scope econo-politico,Scope temático,Destinatarios1,Destinatarios2,Destinatarios3,Destinatarios4,Duracion de los proyectos/ Periodo de financiación,Moneda original,Monto en moneda original,monto minimo (aprox en U$S),monto maximo (aprox en U$S),monto tipico/promedio otorgado (U$S),periodicidad,dead 1,dead 2,dead 3,dead 4,Fecha próximo deadline,Fecha Decision/Publicación de resultados,Aplicar mas de una vez,Aim,N
03-02-21,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Bureau of Democracy Human Rights & Labor: Global Equality Fund,Programs and projects,Human and Social Sciences,,,,,,,https://www2.fundsforngos.org/latest-funds-for-ngos/bureau-of-democracy-human-rights-labor-global-equality-fund//,"solicitudes para proyectos que brinden a las personas y comunidades lesbianas , gays, bisexuales, transgénero e intersexuales (LGBTI) las herramientas para empoderar a los movimientos y comunidades locales , prevenir, mitigar y recuperarse de la violencia, la discriminación, el estigma y los abusos a los derechos humanos, así como los programas que trabajan para eliminar las leyes que criminalizan la condición y / o conducta LGBTI.",,,usa,"Oficina de Democracia, Derechos Humanos y Trabajo del Departamento de Estado de EE. UU. ",worldwide,,,"Y en el extranjero y organizaciones internacionales públicas; instituciones de educación superior privadas, públicas o estatales ; y organizaciones o empresas con fines de lucro. ",,,,,usd,,"$ 750,000;","$1,500,000 ",,,05-feb-20,,,,#NAME?,,,,FALSE
1/26/2021,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Bureau of DRL: 2020 Apoyando a los defensores de los derechos humanos en Libia,Programs and projects,Human and Social Sciences,,,,,,,https://www.grants.gov/web/grants/view-opportunity.html?oppId=330260," concurso abierto para organizaciones interesadas en presentar solicitudes para proyectos que apoyen la protección de la sociedad civil , defensores de derechos humanos y periodistas para que puedan operar libremente. concurso abierto para organizaciones interesadas en presentar solicitudes para proyectos que apoyen la protección de la sociedad civil , defensores de derechos humanos y periodistas para que puedan operar libremente.",,,,"Oficina de Democracia , Derechos Humanos y Trabajo (DRL) del Departamento de Estado de EE. UU.",,,,,,,,,USD,,"$ 750,000;","$1,500,000 ",,,05-feb-20,,,,#NAME?,,,"Los programas deben buscar incluir grupos que puedan aportar perspectivas basadas en su religión , género , discapacidad , raza, etnia y / u orientación sexual e identidad de género. ",FALSE
11/26/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,FREEMAN FELLOWSHIP,Fellowships scholarships or trainings,Biochemistry Genetics and Molecular Biology,,,,,,,https://www.mendeley.com/research-funding/opportunities/300094806,,,,,American Society of Civil Engineers,,,,Graduate Students,,,,,,Not specified,,,,,09-feb-20,,,,#NAME?,,,,FALSE
11/25/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Research on Primates - Leakey Fundation Grants,Programs and projects,Environmental sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/501300246736,,"The Science and Technology Development Fund (STDF) has stimulated the Egyptian scientific society  by funding distinguished research papers and establishing scientific partnerships with scientists from many advanced countries in order to keep track of quickly advancing technology, and be open to  different societies, as well as, new economic unions, compete on the international arena, link scientific  research to technological development and cooperate with civil society institutions to activate their  role in the integrated scientific research system.",,Egypt,Science and Technology Development Fund,,,,,,,,,,"Up to 100,000 EUR with total funding of 500,000 EUR",,,,,12-feb-20,,,,#NAME?,,,,FALSE
11/26/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Inhalation and Respiratory SS Donald E. Gardner Inhalation Toxicology Education Award,Prizes and Awards,Chemical and Bio Engineering,,,,,,,https://www.mendeley.com/research-funding/opportunities/300077036,,,,,Society of Toxicology,,,,Early Career and New Faculty Researchers,,,Mid-Career and Experienced Researchers,,,Not specified,,,,,14-feb-20,,,,#NAME?,,,,FALSE
11/26/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,John W. Rippon Research Award,Research and publications,Biochemistry Genetics and Molecular Biology,,,,,,,https://www.mendeley.com/research-funding/opportunities/300107464,,,,,Mycological Society of America,,,,Graduate Students,,,,,,Up to 500 USD,,,,,14-feb-20,,,,#NAME?,,,,FALSE
03-02-21,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,PMCA Research and Conservation Grants,Research and publications,Conservation,,Avian biology,Bird ecology,Ornithology,Purple martin,,"https://www.purplemartin.org/research/grants/23/grant-applications/#:~:text=PMCA%20Research%20and%20Conservation%20Grants,charges%20to%20institutions%20or%20agencies.","The Purple Martin Conservation Association is an incorporated nonprofit organization dedicated to the conservation, management, restoration and enhancement of the Purple Martin (Progne subis).

The Purple Martin Conservation Association offers annual research grants to students, professionals and individuals engaged in Purple Martin research. Projects are supported on a one year basis as determined by the availability of funds. One or more grants will be offered annually, with support ranging from $500.00 to $2500.00, depending on the quality of the proposals received.",,,,Purple Martin Conservation Association,,,,Graduate Students,,,Undergraduate Students,,,"Up to 2,500 USD",,,,,14-feb-20,,,,#NAME?,,,,FALSE
11/26/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Salomon Bartnicki-Garcia Award,Prizes and Awards,Biochemistry Genetics and Molecular Biology,,,,,,,https://www.mendeley.com/research-funding/opportunities/300107459,,,,,Mycological Society of America,,,,Graduate Students,,,Early Career and New Faculty Researchers,,,Up to 500 USD,,,,,14-feb-20,,,,#NAME?,,,,FALSE
08-01-22,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Eric E. Conn Young Investigator Award,Fellowships scholarships or trainings,Agricultural and Biological Sciences,Environmental sciences,Tropical Research,"Ecology, Evolution, Behavior and Systematics",Genetics and Molecular Biology,Biodiversity and Wildlife Conservation,,https://stri.si.edu/academic-programs/fellowships,"The Smithsonian Tropical Research Institute (STRI) invites applications to the Short-Term Fellowship Program on tropical research. The fellowship is directed to graduate students, but awards are sometimes given to undergraduate and postdoctoral candidates. The program has a three month duration period and provides a stipend to cover living expenses while at STRI ($1000/month), a modest research allowance; and round-trip airfare. Deadlines are 15 February, 15 April, 15 July and 15 October of each year. ","The Short-Term Fellowship Program allows selected candidates to come to STRI at any time of the year and is an excellent resource to provide support for graduate students and introduce them to tropical research. Although focused primarily on graduate students, awards are occasionally given to undergraduate and postdoctoral candidates. These fellowships enable selected candidates to work in the tropics and explore research possibilities at STRI.","Postdoc, Graduates, Undergraduates ",USA,Smithsonian Tropical Research Institute,,,Tropical Research,Individuals,Posdocs,Graduate students,Undergrads,,,"Up to 100,000 EUR with total funding of 500,000 EUR",,,,quarterly,15-feb-20,15-Apr-20,15-jul-20,15-oct-20,#NAME?,,,,FALSE
12/13/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,ITEA 3 call for projects,Programs and projects,Engineering,Software engineering,Digital technology,Software,,,,https://itea3.org/,"ITEA 3 has opened a call for organisations collaborating internationally on the R&D of software innovation and digital transformation projects. By applying and participating, your organisation can access national public funding for your R&D project.
You can submit your R&D project application between 7 September and 10 November by visiting ITEA 3’s website.","ITEA is a transnational and industry-driven R&D&I programme in the domain of software innovation. ITEA is a EUREKA Cluster programme, enabling a global and knowledgeable community of large industry, SMEs, start-ups, academia and customer organisations, to collaborate in funded projects that turn innovative ideas into new businesses, jobs, economic growth and benefits for society.

There are limited eligibility criteria for joining a Clusters consortium:
• The project must be directed at researching or developing a product, process or service with the goal of commercialisation.
• The project must have a civilian purpose.
• Your consortium must include at least two independent legal entities from a minimum of two Eureka countries.",,,,,,,,,,,,,,,,,,15-feb-20,,,,#NAME?,,,,FALSE
11/26/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Forskning,Research and publications,Environmental sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/300123418,,,,,EkstraStiftelsen Helse og Rehabilitering (Stiftelsen Dam),,,,,,,,,,Not specified,,,,,16-feb-20,,,,#NAME?,,,,FALSE
12/13/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Walter Bushuk Graduate Research Award in Cereal Protein Chemistry,Prizes and Awards,Agricultural and Biological Sciences,Biochemistry Genetics and Molecular Biology,Food sciences,Nutrition,Proteins,,,https://www.cerealsgrains.org/membership/divisions/Pages/Protein.aspx,"The Cereals & Grains Association Walter Bushuk Graduate Research Award in Cereal Protein Chemistry for Ph.D. Students is presented to an individual for outstanding contributions in basic and/or applied research in cereal protein chemistry.

This award recognizes research relevant to the broad aims of Cereals & Grains Association The research can be either fundamental/basic (such as improved understanding of structure-function relationships) or applied (such as development of new products, processes, techniques).

The awardee will receive an honorarium of $1,000 and a plaque, and will be required to present a lecture at the Cereals & Grains Association annual meeting of the year in which the award is given. The award will be given only if the Walter Bushuk Graduate Research Award Committee determines that an award should be conferred for that particular year.",,,,Cereals and Grains Association,,,,Graduate Students,,,,,,Not specified,,,,,17-feb-20,,,,#NAME?,,,,FALSE
6/16/2020,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Transmitters for Wildlife Conservation,Research and publications,Agricultural and Biological Sciences,Ecology,,,,,,https://www.britishecologicalsociety.org/funding/research-grants/,"Provee financiación a proyectos en los que hay un claro enfoque desde ciencia ecológica; cualquier otro aspecto, es decir, la sociología, la economía, etc., debe estar claramente integrado en la ecología y los objetivos científicos del proyecto. Las subvenciones son para apoyar el trabajo del más alto nivel internacional y los solicitantes deben mostrar cómo el trabajo avanzará la ciencia ecológica.",,Individuos pertenecientes a instituciones formales en el pais donde se realiza el proyecto,United Kingdom,British Ecological Society,worlwide,Escenarios de financiacion limitada,Ecología,Individuals miembros del BES,,,,Máximo 12 meses,libras esterlinas,hasta 5000,,5,,yearly,20-feb-20,,,,#NAME?,,Uno por año y hasta tres en cinco años,Apoyar investigaciones científicas ecológicas en contextos de financiacion muy limitada.,FALSE
11/26/2020,FALSE,FALSE,#NAME?,,#NAME?,#NAME?,Environment and sustainability research grants,Research and publications,Environmental sciences,,,,,,,https://www.mendeley.com/research-funding/opportunities/501300181697,,,,,Royal Geographical Society,,,,Mid-Career and Experienced Researchers,,,,,,"Up to 15,000 GBP",,,,,21-feb-20,,,,#NAME?,,,,FALSE
2/22/2021,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,"Convocatoria abierta para la investigación sobre el acceso a la energía, el agua, WASH y la seguridad alimentaria",Programs and projects,,,,,,,,https://impact-r.org/,"financiación de la investigación sobre el acceso a la energía, el agua , el saneamiento y la higiene, y la seguridad alimentaria en las zonas rurales.","Energía limpia y asequible (SDG7);
Agua limpia, saneamiento e higiene (ODS6);
Seguridad alimentaria.",,,,,,,,,,,,,,,,,,25-feb-20,,,,#NAME?,,,"contribuir al campo interdisciplinario de la evaluación de impacto en el sector del desarrollo sostenible, centrándose en el logro de los ODS que están directamente relacionados con la mejora del acceso de los hogares a los servicios básicos.",FALSE
03-02-21,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,Programa de becas para jóvenes líderes de las Américas (YLAI),Fellowships scholarships or trainings,,,,,,,,https://ylai.state.gov/fellowship/,,"A través del plan de estudios de liderazgo empresarial de YLAI y las colocaciones profesionales individualizadas, los becarios de YLAI han acelerado el éxito de sus empresas comerciales y sociales y han desarrollado planes de acción específicos para implementar al regresar a sus países de origen. Los becarios de YLAI crearon redes, vínculos y asociaciones duraderas para atraer inversiones y apoyo para sus proyectos empresariales.",,USA,EMBAJADA ESTADOS UNIDOS,"SER residente y ciudadano de uno de los países participantes: Antigua y Barbuda , Argentina , Aruba, Bahamas , Barbados , Belice , Bolivia , Brasil , Canadá , Chile , Colombia , Costa Rica , Cuba , Curazao, Dominica, República Dominicana , Ecuador , El Salvador , Granada , Guatemala , Guyana , Haití , Honduras , Jamaica, México , Nicaragua , Panamá , Paraguay , Perú , San Cristóbal y Nieves, Santa Lucía, San Vicente y las Granadinas, San Martín, Surinam , Trinidad y Tobago , Uruguay , Venezuela .",,TODOS,,,,,,,,,,,,25-feb-20,,,,#NAME?,,,empodera a los emprendedores para fortalecer su capacidad de lanzar y promover sus ideas emprendedoras y contribuir efectivamente al desarrollo social y económico en sus comunidades.,FALSE
03-04-21,FALSE,TRUE,#NAME?,,#NAME?,#NAME?,EURIPIDES² and PENTA Clusters call for projects,Programs and projects,Engineering,Electronic engineering,Micro and nanoelectronics,,,,,https://www.eurekanetwork.org/open-calls/penta-euripides-clusters-call-2021,"The 2021 EURIPIDES²/ PENTA call contributes towards a simplification of the funding landscape and brings a wider range of countries and partners together through EURIPIDES², PENTA, and, where appropriate, co-labelled projects. It clarifies the funding choices that collaborative teams can access, helps to standardise submission processes and provide high quality support to projects. The PENTA mission is to catalyse research, development and innovation in areas of micro and nanoelectronics enabled systems and applications. Micro and nanoelectronics underpin the rapidly developing Digital Economy and are a cornerstone of key European & Global economic and societal developments. PENTA supports projects along the Electronic Components & Systems (ECS) value chain. PENTA programme is managed by AENEAS, an Industrial Association bringing together Large Enterprise, SME’s, Technology organisations and Academia.

EURIPIDES² promotes the generation of innovative, industry-driven, pre-competitive R&D projects in the area of Smart Electronic Systems Integration. EURIPIDES² covers the whole electronic systems integration value chain, from materials, equipment and technologies, components and modules, up to embedded, enmeshed and implanted systems.","An opportunity to look for potential partners and build consortia is provided at the EFECS event, to be held in online between the 25 and 26 November 2020. Pitch slots will be available and pitch posters can be presented in the exhibition area.

In addition, an ECS online Brokerage event will be held in early January to provide further opportunities for networking and consortium building, together with additional guidance on submitting a project. Further details will be made available on the PENTA and EURIPIDES websites.",,,,,,,,,,,,,,,,,periodic,26-feb-20,,,,#NAME?,,,,FALSE
